job id,company id,Job Salary,Job Experience,Key Skills,Role Category,Functional Area,Industry,Job Title
12454,10007, Not Disclosed by Recruiter ,0 - 3 yrs, Outbound| Sales| Inbound process| Inbound calls| Inbound voice process| US shift| Antivirus| Customer service| Technical support| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12455,10024, Not Disclosed by Recruiter ,4 - 8 yrs, Retail| Transactions| E-commerce| Oracle| SCM| Module| Business Executive| Night shift| Testing| WHO,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12456,10002, Not Disclosed by Recruiter ,0 - 3 yrs, Issue| Senior| Technical| Inbound calls| Bonus| US shift| Software| Sales Associate| Technical support,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12457,10035, Not Disclosed by Recruiter ,2 - 4 yrs, Networking| WAN| cisco| VPN| Network security| Antivirus| SOC| IPS| HSRP| VRRP,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services",System Administrator
12458,10035, Not Disclosed by Recruiter ,0 - 2 yrs, Outbound| Antivirus| Technical support| process| Technical Support Executive| Technical| US shift| Inbound voice process| Customer Service Executive| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12459,10030, Not Disclosed by Recruiter ,5 - 10 yrs, market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
12460,10008, Not Disclosed by Recruiter ,10 - 18 yrs, Unix| Windows| Linux| c| technical| System programming| Data structures| Recruitment| cloud| Data management| HP data protector| Disaster recovery| design| programming| Python,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12461,10040, Not Disclosed by Recruiter ,4 - 9 yrs, Developer| Android| Testing| ui| Writing| mobile| Deployment| Business Executive| Application| BASIC| WHO| Sketching,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12462,10009, Not Disclosed by Recruiter ,4 - 9 yrs, SQL| Senior| Oracle| Performance tuning| server| development| SAP| development testing| Database design| testing| Indesign| database| design| Design development| developer| Indexing| architecture,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12463,10029, Not Disclosed by Recruiter ,0 - 2 yrs,English| Web technologies| Night shift| Voice process| B2B| Website sales| Education| Packaging,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12464,10007, Not Disclosed by Recruiter ,2 - 4 yrs,Data analysis| Google Analytics| Online marketing| Social media| ISO 27001| Market research| Brand awareness| Content writing| MS Office| Virtualization,Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Direct Marketing Executive
12465,10015, Not Disclosed by Recruiter ,4 - 9 yrs,UX| jQuery| UI| HTML5| Javascript| Image Editing| Bootstrap| Photoshop| CSS3,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12466,10042, Not Disclosed by Recruiter ,3 - 4 yrs, Photoshop| Graphics| Animation| Illustrator| Interaction design| Social media| Photo editing| Product design| Email marketing| Idea generation,Creative,"Design , Creative , User Experience","IT-Software, Software Services",Graphic Designer
12467,10013, Not Disclosed by Recruiter ,5 - 8 yrs, Administration| Consulting| SAP Basis,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Technical Consultant
12468,10047, Not Disclosed by Recruiter ,4 - 6 yrs, android| proactive| maintaining| m c a| m sc| specification| web based| good communication| good communication skills| b sc,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12469,10026,"6,50,000 - 14,00,000 PA.",4 - 6 yrs, MySQL| LAMP| PHP| Rest| Redis| SOAP| Java| AWS| Web Services| Web Technologies,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12470,10037, Not Disclosed by Recruiter ,5 - 10 yrs, troubleshooting| dns| configuration| windows server| dhcp| vmware| raid| documentation| terminal server,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services",Network Administrator
12471,10014, Not Disclosed by Recruiter ,1 - 2 yrs, C#| CSS| Technical Skills| Debugging| HTML| MS SQL| UML| RDBMS| XML| Javascript| ASP.Net| .Net| AJAX,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12472,10046, Not Disclosed by Recruiter ,2 - 3 yrs, rest| python| web application| javascript| react.js| node.js| git| graphic designing| web technologies| php| api| angularjs,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12473,10024, Not Disclosed by Recruiter ,5 - 7 yrs, MVC| Project delivery| Management| Mentor| Web technologies,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12474,10022, Not Disclosed by Recruiter ,2 - 5 yrs, c#| MongoDB,Programming & Design,IT Software - Other,"IT-Software, Software Services",Software Developer
12475,10044, Not Disclosed by Recruiter ,6 - 11 yrs, CLI| MS SQL| C| Testng| Automation Testing| Perl| QA Automation| Bugzilla| JIRA| Python,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Testing Engineer
12476,10009, Not Disclosed by Recruiter ,1 - 6 yrs, Recruitment| biomedical| Service industry,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
12477,10043, Not Disclosed by Recruiter ,5 - 10 yrs, Policies| Database design| database security| Database administration| Troubleshooting| SQL DBA| Performance monitoring| Tuning| Server architecture| SQL,Admin/Maintenance/Security/Datawarehousing,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",DBA
12478,10040, Not Disclosed by Recruiter ,4 - 8 yrs, Predictive Modeling| SAS| Analytics| Statistics| Python,Analytics & BI,Analytics & Business Intelligence,"IT-Software, Software Services",Analytics Manager
12479,10035, Not Disclosed by Recruiter ,6 - 10 yrs, Drupal| Coding| Analytical| MySQL| Wordpress| Agile| PHP| CakePHP| SDLC| Joomla,Project Management,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Project Manager-IT/Software
12480,10027, Not Disclosed by Recruiter ,5 - 9 yrs,html| css| javascript| spring framework| json| singleton| rest| maven| xml| j2ee| oop| Design Patterns| API| Core Java,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
12481,10049, Not Disclosed by Recruiter ,6 - 8 yrs, Relationship management| Penetration| Sales| Analytical| government business| Stakeholder management,Institutional Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
12482,10018, Not Disclosed by Recruiter ,1 - 6 yrs, Technical support| Comp| Target| Technical| Inbound calls| Bonus| Business Executive,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12483,10037, Not Disclosed by Recruiter ,5 - 10 yrs, hive| sqoop| mapreduce| hadoop| pig| big data| hbase| spark,Programming & Design,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Team Lead/Technical Lead
12484,10040, Not Disclosed by Recruiter ,3 - 6 yrs, Web Hosting| Storage| Linux| Networking| DNS| Load Balancing| Devops| RHCE| Monitoring,Admin/Maintenance/Security/Datawarehousing,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",System Administrator
12485,10027, Not Disclosed by Recruiter ,1 - 6 yrs, SQL| QTP| SDLC| RDBMS| Selenium| Scrum| Test cases| Front end| automation framework| Test scripts,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
12486,10036, Not Disclosed by Recruiter ,3 - 5 yrs, Networking| Desktop Support| Hardware Troubleshooting| Desktop Engineering| Installation| Windows| MS Office| XP| Configuring| MS Outlook| configuration| Troubleshooting,Technical Support,"IT Hardware , Technical Support , Telecom Engineering","IT-Software, Software Services",Customer Support Engineer/Technician
12487,10034, Not Disclosed by Recruiter ,8 - 12 yrs, SAP PM| SAP Implementation| Troubleshooting| Functional Consultant,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","IT-Software, Software Services",Functional Outside Consultant
12488,10009, Not Disclosed by Recruiter ,3 - 6 yrs,Java| Product Design| Problem Solving| J2Ee| Code Review| application development| Design Development| XML| Database| debugging| Project Development| architecture,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12489,10029, Not Disclosed by Recruiter ,2 - 7 yrs, BPO| Outbound| Night shift| Service| English| Technical| Technical support| Inbound calls| Voice process| Business Executive,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
12490,10034, Not Disclosed by Recruiter ,5 - 10 yrs,soa| teradata| jsp| unit testing| weblogic| tibco| vb| sql server| webmethods| uml| xml| struts| j2ee| mysql| object oriented programming| informatica| sdlc,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Technical Architect
12491,10002, Best in the Industry plus five days working ,4 - 9 yrs, Hadoop| HBase| NoSQL| Cassandra| Big Data Analytics| MongoDB| Data Integration,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12492,10013,"16,00,000 - 31,00,000 PA.",15 - 20 yrs, os internals| c++| python| c| device drivers| data structures| embedded linux,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead/Technical Lead
12493,10034, Not Disclosed by Recruiter ,5 - 10 yrs, Cryptography,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12494,10050, Not Disclosed by Recruiter ,4 - 7 yrs,Java| JMS| Hibernate| Javascript| J2EE| JPA| Node.js| Spring,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12495,10040, Not Disclosed by Recruiter ,1 - 4 yrs, Pharma| Presales| Market research| Product management| Procurement| Conceptualization| Strategic sourcing| Food processing| Product marketing| Android,Programming & Design,IT Software - Other,"IT-Software, Software Services",Product Manager
12496,10006, Not Disclosed by Recruiter ,0 - 4 yrs, DNS| Network security| cisco| DHCP| EIGRP| NetScreen| PDF| QIP| Networking| Network Lead,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services",Network Administrator
12497,10014, Not Disclosed by Recruiter ,2 - 7 yrs, website| web design| multimedia| photoshop| javascript| fine arts| illustrator| xhtml| html css| knowledge,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Graphic/Web Designer
12498,10010, Not Disclosed by Recruiter ,5 - 8 yrs, Performance tuning| Service| Consulting| Oracle RAC| Trend analysis| English language| Customer satisfaction| Vmware Administrator| Effort estimation| Lead Administrator,Admin/Maintenance/Security/Datawarehousing,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",DBA
12499,10029, Not Disclosed by Recruiter ,4 - 6 yrs, Administrator| Network| LAN| WAN| Windows| Servers| SQL,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Administrator
12500,10039, Best In industry ,1 - 3 yrs, javascript| front end| web technologies| application development| react.js| jscript| data structures| algorithms| algo| node.js| jQuery| DOM| Mean Stack,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12501,10018, Not Disclosed by Recruiter ,1 - 4 yrs, Articles| Proof Reading| Freelancing| Content Writing,Content Development,"Journalism , Editing , Content","IT-Software, Software Services",Content Developer
12502,10036, Not Disclosed by Recruiter ,3 - 8 yrs, design engineer| biw| welding| min| unigraphics| fixtures,Engineering Design,"Engineering Design , R&D","IT-Software, Software Services",Design Engineer
12503,10006, Not Disclosed by Recruiter ,7 - 10 yrs, Debugging| Enterprise applications| Solution architecture| Analytical| C| Technical Architect| Architectural design| Cloud,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
12504,10029, Not Disclosed by Recruiter ,0 - 0 yrs, Analytical Skills| Fresher| .Net,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12505,10022, Not Disclosed by Recruiter ,0 - 3 yrs,English| International BPO| Outbound process| Voice process| B2B| International sales| Time| Group| Web technologies| Packaging,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12506,10047, Not Disclosed by Recruiter ,3 - 6 yrs, Javascript| MySQL| Python| MS SQL| Configuration management| Enterprise applications| Analytics| Monitoring| Computer science| GIT,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer
12507,10006, Not Disclosed by Recruiter ,2 - 7 yrs, Payroll| Employee engagement| HR| HR MIS| Senior HR Executive| HR policy formulation| Consultancy| Recruitment,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Executive
12508,10039, Not Disclosed by Recruiter ,0 - 3 yrs, Hardware| Software| Troubleshooting| Business Executive| Technical support,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
12509,10042, Not Disclosed by Recruiter ,0 - 3 yrs, Outbound| Technical support| Night shift| English| Technical| Inbound process| Service| US shift| Business Executive| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12510,10040, Not Disclosed by Recruiter ,2 - 5 yrs, Communication Skills| Software Development| Software Engineering| Web Technologies| Computer Science| Javascript| Node.Js,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12511,10004, Not Disclosed by Recruiter ,0 - 1 yrs, Outbound| Service| Technical support| process| Target| Technical| Inbound calls| Bonus| Business Executive| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12512,10013, Not Disclosed by Recruiter ,5 - 10 yrs, marketing| product| management| staff| develop| plan| sales,Card Products,"Financial Services , Banking , Investments , Insurance","IT-Software, Software Services",Business Alliances Manager
12513,10005, Not Disclosed by Recruiter ,3 - 8 yrs, Business process| SSRS| Schema| Agile| Informatica| Stored procedures| SSIS| Business intelligence| Financial services| SQL,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12514,10019,"4,50,000 - 6,50,000 PA.",2 - 4 yrs, Android Development| Android SDK| Android Studio,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12515,10043, Not Disclosed by Recruiter ,2 - 7 yrs, Outbound| Night shift| Recruitment| English| Email| US shift| Troubleshooting| Technical support| Comp| International BPO,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
12516,10046, Not Disclosed by Recruiter ,0 - 5 yrs, Inbound calls| Antivirus| Technical support| Issue| Software,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12517,10027, Not Disclosed by Recruiter ,7 - 10 yrs, Java| Algorithms| Spring Boot| SOAP| Web Services| Javascript| Postgresql| NoSQL| Spark| Software Development| AWS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12518,10003, Not Disclosed by Recruiter ,4 - 9 yrs,Sales| Corporate Sales| B2B Sales| Sales Planning| Sales Strategy,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
12519,10050,"70,000 - 80,000 PA.",0 - 1 yrs, AWS| Cloud| Microsoft Azure| Big Data| IT Skills,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12520,10042, Not Disclosed by Recruiter ,3 - 8 yrs, Team management| Project management| Customer engagement| Operations| Project delivery| Skill development| Finance| Legal| Corporate,Project Management,"IT Software - Network Administration , Security","IT-Software, Software Services",Project Manager-IT/Software
12521,10048, Not Disclosed by Recruiter ,5 - 8 yrs, Technical Architecture| Solution Architecture| Analysis Services| Data Warehousing| Data Modeling| IT Architecture| Technical Management| Data Governance| Business Applications| Unit Testing,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Technical Architect
12522,10002, Not Disclosed by Recruiter ,3 - 7 yrs, Javascript| DHTML| CSS| Java| Rest| GIT| Apache Tomcat| Python| AWS| SVN,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12523,10041, Not Disclosed by Recruiter ,3 - 8 yrs, Core Java| Database| Spring Framework| Production Support| Web Services,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12524,10027, Not Disclosed by Recruiter ,4 - 8 yrs, Unix| load runner| test engineering| performance center| test planning| test scripts| sql| monitoring tools,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Testing Engineer
12525,10011, Not Disclosed by Recruiter ,1 - 4 yrs, BPO| Outbound| Technical support| English| Technical Support Associate| Email| Antivirus| Troubleshooting| Recruitment| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12526,10003, Not Disclosed by Recruiter ,10 - 20 yrs, Change Control| Azure| Networking| paas| Data Center Management| IT Infrastructure Management,Senior Management,IT Software - Other,"IT-Software, Software Services",Practice Head / Practice Manager
12527,10039, Not Disclosed by Recruiter ,4 - 7 yrs,hr solutions| Mechanical engineering| ISO 9001| Business Executive| Mechanical skills,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","IT-Software, Software Services",Service/Maintenance Engineer
12528,10012,"2,00,000 - 4,00,000 PA.",0 - 2 yrs,JCL| Cobol| Sql Db2| VSAM| Cics| REXX| Endevor| TWS| Connect Direct,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12529,10008,"16,00,000 - 20,00,000 PA.",7 - 9 yrs,Oracle ERP| ERP Functional| Subject Matter Expertise| R12,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Subject Matter Expert
12530,10034, Not Disclosed by Recruiter ,15 - 25 yrs, proposal| SAP| rfi| Presales| rfp,Pre Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Pre Sales Consultant
12531,10020, Not Disclosed by Recruiter ,3 - 8 yrs, Coding| PHP| MySQL| Ajax| jQuery| Business Executive| Web application development| payment gateways| Customer satisfaction| Web technologies,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12532,10050, Not Disclosed by Recruiter ,1 - 6 yrs, IT Recruiter| talent acquisition| recruitment,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
12533,10013, Not Disclosed by Recruiter ,5 - 7 yrs, Accounting| Loans| General Ledger| Journal Entries| general accounting| Requirement Gathering| EMI| loan| mortgage,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst
12534,10039, Not Disclosed by Recruiter ,0 - 1 yrs, BPO| Outbound| English| Support| Telephone| Telesales| US process| Customer relationship| Medical| Customer service,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12535,10023, Benefits as per co's norms ,3 - 8 yrs,C| Device Driver Development| Linux Kernel| Device Drivers| Firmware| RTOS| Bsp| I2C| SPI| UART,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12536,10020,"1,00,000 - 3,00,000 PA.",1 - 2 yrs, Product Development| Rest| Javascript| JSON| MongoDB| Node.Js,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12537,10027, Not Disclosed by Recruiter ,3 - 7 yrs, Networking| Oracle| Troubleshooting| Performance tuning| Network administration| FTP| Release management| RMAN| Monitoring| Auditing,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12538,10019, Not Disclosed by Recruiter ,0 - 3 yrs, Voice process| Outbound| US shift| Productivity| Inbound process| Bonus| Technical support,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12539,10018,"20,00,000 - 25,00,000 PA.",5 - 10 yrs, Jenkins| Java| Hadoop| Javascript| JSON| Bash| Spark| Groovy| Play Framework| Python,Analytics & BI,Analytics & Business Intelligence,"IT-Software, Software Services",Data Analyst
12540,10021, Not Disclosed by Recruiter ,5 - 8 yrs, Project management| Infrastructure| Management| Project delivery| Testing,Programming & Design,"IT Software - Network Administration , Security","IT-Software, Software Services",Team Lead/Technical Lead
12541,10017, Not Disclosed by Recruiter ,15 - 20 yrs, Content management| Assurance| SAP| Campaign management| Access management| Consulting| Agile| Adobe| Digital marketing| Salesforce,Programming & Design,IT Software - Other,"IT-Software, Software Services",Team Lead/Technical Lead
12542,10019, Not Disclosed by Recruiter ,2 - 5 yrs, com| Email| software| soa| jsp| sql| cloud| spring| java| ui| web| flex| design| Agile| Hibernate| development| erp| c| Postgresql| Regression| it| quality| Computer science| Algorithms| Web services| application| rf| XML| service| Struts| pl| soap,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12543,10013, Not Disclosed by Recruiter ,4 - 8 yrs, Java| Oracle APEX| BI Publisher| HTML| Webservices| PL - SQL| Solution Design| JQuery| Application Designing| XML| JavaScript| Data Modeling| AJAX| Web Services,System Design/Implementation/ERP/CRM,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Solution Architect / Enterprise Architect
12544,10038, Not Disclosed by Recruiter ,0 - 3 yrs,Outbound| English| process| B2B| Outbound process| Bonus| Time| Open,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12545,10038, Not Disclosed by Recruiter ,6 - 11 yrs, High Availability| Windows Server| Disaster Recovery| Restore| Active Directory| MySQL Database Administration| MS SQL| NoSQL| MySQL| HA| MongoDB| AWS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
12546,10050, Not Disclosed by Recruiter ,7 - 12 yrs, Oracle| Amdocs Billing,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12547,10016, Not Disclosed by Recruiter ,3 - 7 yrs, Unix| Load testing| Software development life cycle| Scrum| Selenium| Test cases| software quality| Teradata| Continuous improvement| big data,QA/Testing/Documentation,IT Software - QA & Testing,"IT-Software, Software Services",Quality Assurance/Quality Control Executive
12548,10041, Not Disclosed by Recruiter ,1 - 2 yrs, digital marketing| relationship building| pre sales| english| social media marketing| travel| seo| events| conferences,Corporate Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Client Servicing/Key Account Manager
12549,10038, Not Disclosed by Recruiter ,2 - 3 yrs,Night shift| English| International BPO| Outbound sales| process| B2C,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12550,10038, Not Disclosed by Recruiter ,11 - 14 yrs, Marketing Strategy| Product Development| Promotional Campaigns| PR| Customer Service| Marketing Operations| Strategic Partnerships| Branding| Marketing Planning| Market Research| Marketing,Senior Management,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Head/VP/GM-Marketing
12551,10030,"7,00,000 - 17,00,000 PA.",6 - 11 yrs, Multithreading| Core Data| Data Structures| Objective C| Swift| Memory Management| IOS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12552,10032, Not Disclosed by Recruiter ,2 - 7 yrs, Hardware| HR Manager| LAN| Testing tools| Service level| Software support| Installation| Software packages| Hardware testing| Hardware networking,IT Hardware,"IT Hardware , Technical Support , Telecom Engineering","IT-Software, Software Services",System Administrator
12553,10049,"7,50,000 - 9,00,000 PA.",0 - 5 yrs, Python| Machine Learning,Other,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Trainee
12554,10023, Not Disclosed by Recruiter ,2 - 7 yrs, BPO| Technical support| Outbound| Troubleshooting| English| Domestic BPO| International BPO| iPhone| Business Executive,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12555,10030, Not Disclosed by Recruiter ,1 - 3 yrs,Cold calling| Sales| B2C| HTTP| Promotional events| Mobile applications| Sales Executive| Business Executive| Software services,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
12556,10029, Not Disclosed by Recruiter ,0 - 0 yrs, PHP| CSS| HTML,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12557,10004, Not Disclosed by Recruiter ,0 - 2 yrs, Technical support| Outbound| Antivirus| Comp| Technical| International BPO| Voice process| Sales| US shift| Inbound calls,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
12558,10011, Not Disclosed by Recruiter ,2 - 6 yrs, Healthcare| Business strategy| Workflow| Agile| Qualitative research| Value analysis| Cloud| Research| Web technologies| PDF,Institutional Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
12559,10003, Best In The Industry ,8 - 13 yrs, eloqua| Campaign Management| Neolane| unica,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
12560,10007,"8,00,000 - 13,00,000 PA.",7 - 12 yrs, Marketing Management| Digital Marketing| SMM| SEO| Social Media Marketing| Google Analytics| Online Marketing| Demand Generation| Lead Generation| Marketing Manager| Content Marketing,Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing Manager
12561,10014, Not Disclosed by Recruiter ,3 - 7 yrs, Admin| procurement| Logistics management| Inventory management| Production Planning,Logistics,"Supply Chain , Logistics , Purchase , Materials","IT-Software, Software Services",Logistics Executive
12562,10017, Not Disclosed by Recruiter ,2 - 5 yrs, SAP| Leadership training| Software development life cycle| development| software| Management| it| applications,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Software Developer
12563,10025, Not Disclosed by Recruiter ,1 - 2 yrs, Interpersonal skills| EMEA| Business Development Executive| MS Office| Telemarketing| Recruitment,Corporate Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
12564,10038, Not Disclosed by Recruiter ,1 - 2 yrs, dreamweaver| graphics design| adobe photoshop| ideas| html| design software| web designing| corel draw,Creative,"Design , Creative , User Experience","IT-Software, Software Services",Web Designer
12565,10043,"8,00,000 - 10,00,000 PA.",2 - 6 yrs, C#| TFS| Rest| LINQ| Github| XML| Javascript| JSON| JQuery| Ajax,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12566,10021,"15,00,000 - 30,00,000 PA.",7 - 12 yrs, nlp| data science,Programming & Design,IT Software - Other,"IT-Software, Software Services",Software Developer
12567,10048,"10,00,000 - 20,00,000 PA.",4 - 8 yrs, Javascript| UI Development| UX| Front End| Technical Leadership| Reliability Testing| Node.Js,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12568,10039, Not Disclosed by Recruiter ,5 - 10 yrs, Instrumentation| Petrochemical| Refinery| Monitoring| Preventive Maintenance| Mtbf| Sap Mm Module| Sap Pm| Maintenance Planning| Oem,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
12569,10011, Not Disclosed by Recruiter ,0 - 3 yrs, software development| rtos| embedded| development| software| device drivers development| linux internals| programming skills| device driver development| wlan| domain| linux| programming,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
